gene_id	E04C01	E04C02	E04C03	E04C04	E04C05	E04C06	E04C07	E04C08	E04C09	E04C10	E04C11	E04C12
SPEN	2760	3052	3328	2685	2792	1732	3318	2887	1719	3019	2852	3119
LOC124904815	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB17	685	638	627	578	547	337	662	665	677	623	530	653
LOC124903855	23	34	38	29	27	8	34	34	34	51	25	25
SRARP	12	4	10	8	8	0	5	0	3	8	1	0
HSPB7	1	2	2	1	0	0	1	0	0	0	2	0
CLCNKA	5	8	3	0	6	0	4	13	3	0	0	8
CLCNKB	0	3	1	1	5	1	0	0	2	0	1	4
FAM131C	60	62	70	47	52	41	72	46	34	27	46	35
EPHA2	1411	1681	1687	1428	1423	945	1736	1796	1306	1608	1691	1589
EPHA2-AS1	143	149	137	117	135	85	185	163	102	138	115	112
ARHGEF19	0	0	0	0	0	0	0	0	0	0	0	0
ANO7L1	0	0	0	0	0	0	0	0	0	0	0	0
CPLANE2	0	0	0	0	0	0	0	0	0	0	0	0
FBXO42	0	0	0	0	0	0	0	0	0	0	0	0
SZRD1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA21	0	0	0	0	0	0	0	0	0	0	0	0
NECAP2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01772	0	0	0	0	0	0	0	0	0	0	0	0
CROCCP3	14	31	17	13	6	12	23	17	14	12	23	19
RNU1-1	0	0	0	0	0	0	0	0	0	0	0	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	0	0	0	0	0	0	0	0	0	0	0	0
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	140	139	199	132	131	129	188	178	113	179	127	159
LOC124900584	263	297	314	274	209	197	359	249	435	290	253	254
CROCCP2	158	198	213	134	147	79	178	149	112	206	157	179
MST1P2	1746	2131	2340	1592	1641	1161	2172	2004	2313	1377	1514	1608
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	0	0	0	0	0	0	0	0	0	0
ESPNP	0	10	2	5	1	2	2	5	0	0	4	0
LOC124903858	0	1	1	1	3	1	2	0	3	0	2	3
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	1	0	6	0	0	1	0	2	2	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	21	28	46	27	25	16	49	21	46	24	22	14
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267871	2	0	0	0	0	0	0	0	0	0	0	0
TRE-TTC3-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376805	0	0	0	0	0	0	0	0	0	0	0	0
TRN-GTT4-1	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	0	0	0	0	0
CROCC	0	2	1	0	0	0	0	1	0	0	0	2
MFAP2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376806	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A2	0	0	0	1	0	1	1	0	0	0	3	0
SDHB	0	1	3	6	0	0	1	2	1	6	2	0
PADI2	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903861	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376808	0	0	0	0	0	0	0	0	0	0	0	0
LINC02783	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	0	0	0	0	0	0	0	0	0	0	0
PADI3	0	0	0	0	0	0	0	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	0	0	0	0	0	0	0	0	0
PADI6	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	0	0	0	0	0	0	0	0	0	0	0	0
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903862	1	0	0	0	0	0	0	0	0	0	0	0
LOC124904837	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	3869	4415	4599	3668	3732	2389	4760	4194	3708	3983	3718	3884
LINC02810	1	1	1	0	0	0	3	3	0	0	1	2
ACTL8	621	552	531	478	485	293	781	685	571	495	393	686
LOC105376809	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376812	0	0	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903864	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903863	0	0	0	0	0	0	0	0	0	0	1	0
LOC124903865	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	228	242	224	190	231	117	224	192	129	184	224	187
PAX7	0	3	0	0	0	0	0	0	0	0	0	0
TAS1R2	0	0	0	3	0	0	3	0	0	0	0	0
ALDH4A1	566	550	544	456	519	313	629	547	469	485	442	610
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903866	4	0	1	0	0	0	1	3	0	0	0	0
IFFO2	1106	1161	1225	1099	1081	725	1268	1096	662	1295	1138	1222
LOC105376815	1	0	0	0	0	0	1	0	0	0	0	0
UBR4	6729	6716	7230	6146	6169	3601	7623	6486	4604	8120	7463	7916
EMC1-AS1	10	25	23	4	10	8	21	9	0	11	6	9
EMC1	1824	1862	1992	1747	1793	1170	2385	2080	1730	1764	1779	2071
MRTO4	1092	1211	1154	921	1086	598	1362	1100	1400	1082	955	1087
AKR7L	9	8	29	3	12	16	13	21	37	13	9	48
AKR7A3	129	137	148	73	122	63	171	123	157	119	105	100
LOC124903867	59	64	52	43	42	19	62	76	29	41	27	69
LOC100506730	146	159	151	142	114	90	133	123	150	129	96	125
AKR7A2	2179	2205	2198	2027	2133	1271	2593	2439	2418	2225	2168	2420
SLC66A1	1627	1711	1708	1497	1643	1060	1934	1727	1864	1612	1744	1719
CAPZB	4887	4863	4786	4218	4952	2989	5911	4761	4966	4741	4762	4850
LOC124903868	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903869	2	0	0	5	0	0	0	1	0	0	0	0
LOC105376819	1	2	8	1	4	1	4	6	5	7	4	6
LOC105376818	1	0	1	0	0	1	0	2	0	0	0	4
LOC105376817	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904816	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10-DT	0	0	0	1	0	1	0	0	4	0	0	0
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10	656	653	677	510	611	337	744	592	860	627	595	728
RPS14P3	47	51	52	29	31	26	53	56	59	41	26	50
NBL1	27	24	27	12	11	3	18	23	15	29	24	22
HTR6	22	7	4	14	7	1	12	17	9	9	20	9
TMCO4	958	901	870	785	952	544	1017	1016	914	774	812	880
RNF186	170	131	149	135	138	72	231	165	140	206	153	185
RNF186-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376823	3	18	5	10	10	7	20	11	38	12	12	33
OTUD3	914	942	842	750	787	556	1158	973	747	816	866	1048
PLA2G2E	8	15	6	11	17	5	15	9	18	5	8	7
PLA2G2A	2916	2370	2038	2284	2626	1604	2966	2757	3314	2373	2327	3070
PLA2G5	2	1	0	0	0	0	0	3	0	0	1	0
PLA2G2D	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	4	3	0	3	5	5	2	7	4	0	5	5
LOC117779438	0	0	0	0	2	0	0	0	0	0	0	0
PLA2G2C	1	0	0	0	0	0	0	2	0	0	0	0
UBXN10	2	1	4	4	3	0	0	1	0	0	2	13
LOC105376825	1	0	0	0	1	0	0	0	0	0	0	0
LOC105376826	0	0	0	0	1	0	0	0	0	0	3	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	2	0	0	0	0	0	0	0	0	0
LOC124903870	0	0	0	0	0	0	0	0	0	0	0	0
LINC01141	0	3	2	0	3	7	2	0	5	0	5	0
LOC124903871	7	12	5	1	9	2	13	5	11	9	12	0
CAMK2N1	6949	7092	6672	5968	6768	4021	7710	6870	6677	6625	6082	6889
MUL1	799	823	844	731	867	478	1021	773	645	787	806	899
FAM43B	80	73	63	39	51	30	37	77	42	31	27	96
CDA	325	384	366	317	318	184	513	372	473	342	336	349
PINK1	615	651	696	636	596	374	639	579	576	624	666	657
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	70	47	56	56	61	38	70	104	81	39	26	59
DDOST	12179	11703	11816	10676	11402	6729	14130	12406	11874	10959	10826	11588
KIF17	99	128	84	77	105	73	123	123	127	72	77	113
SH2D5	115	149	147	136	123	89	186	151	125	110	118	133
HP1BP3	5692	6166	6251	5129	5827	3898	7696	6576	4710	6055	5723	6524
EIF4G3	3115	3352	3215	2508	3199	1999	3744	3069	2078	2996	2998	3185
LOC105376830	0	1	2	4	0	0	0	0	0	0	2	0
LOC105376829	1	5	5	12	5	3	3	5	4	4	3	2
MIR1256	0	0	0	0	0	0	0	0	0	0	0	0
ECE1	4616	5085	5213	4568	4760	3087	5701	5236	4407	4937	4964	5289
LOC124903872	2	0	3	7	5	1	2	0	9	7	6	2
ECE1-AS1	5	7	9	10	4	3	8	1	8	12	12	2
LOC105376832	0	0	0	0	0	0	0	0	0	0	0	0
NBPF3	528	521	494	332	411	300	580	445	298	406	354	484
ALPL	15	10	22	12	14	11	15	7	15	19	16	31
LINC02596	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	1098	1226	1147	894	1155	626	1304	1168	1041	1141	1122	1128
USP48	1578	1664	1593	1361	1638	997	1994	1694	1370	1414	1455	1594
LDLRAD2	11	11	17	7	9	8	10	10	16	19	12	14
HSPG2	15799	16801	17488	13936	14650	8150	17588	15622	8108	19157	18743	18340
CELA3B	1	2	0	0	0	1	3	0	2	0	0	1
CELA3A	0	1	2	0	0	0	0	0	6	0	0	0
LINC01635	19	25	7	18	4	9	12	19	5	2	4	3
LINC00339	271	301	278	274	267	186	269	339	312	291	239	249
CDC42	9190	9259	8958	8103	9140	5800	11203	9111	8120	8821	8371	9112
WNT4	11	14	25	30	16	11	20	26	20	15	20	16
LOC105376845	3	6	4	7	0	3	5	3	1	2	3	0
LOC105376850	4	2	5	3	2	0	1	2	6	8	3	4
LOC107985377	0	0	0	2	0	0	0	0	0	0	0	0
MIR4418	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376856	0	3	6	0	7	2	5	3	2	2	7	9
ZBTB40	1352	1732	1686	1300	1500	1007	1779	1656	1204	1608	1384	1578
EPHA8	58	50	52	43	47	28	40	52	71	39	49	56
MIR6127	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0	0	1	0
C1QC	0	0	0	0	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0	0	0	0
EPHB2	789	830	741	697	727	423	902	740	697	597	573	825
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903874	0	0	0	0	0	1	0	0	0	0	1	0
LACTBL1	23	37	41	34	46	18	18	24	32	19	14	20
TEX46	0	13	7	4	4	6	7	6	6	11	3	0
KDM1A	3181	3261	3212	2630	3006	1909	3779	3347	2905	2985	2839	3240
MIR3115	0	0	0	0	0	0	0	0	0	0	0	0
LUZP1	1499	1700	1599	1405	1620	959	1798	1505	944	1570	1348	1464
HTR1D	353	379	354	339	429	227	452	447	323	336	383	398
LINC01355	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPR	0	0	0	0	0	0	1	0	0	0	0	0
ZNF436	0	0	0	0	0	0	0	0	0	0	0	0
ZNF436-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TCEA3	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903875	0	0	0	0	0	0	0	0	0	0	0	0
ASAP3	0	0	0	0	0	0	0	0	0	0	0	0
E2F2	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928163	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903876	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376859	0	0	0	0	0	0	0	0	0	0	0	0
ID3	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984928	0	0	0	0	0	0	0	0	0	0	0	0
MDS2	0	2	0	0	0	0	0	0	0	0	0	0
RPL11	27268	26368	26764	20742	23948	14249	29779	23819	32198	21669	20961	24437
ELOA	892	995	917	950	895	602	1083	972	727	877	825	836
ELOA-AS1	24	16	20	12	19	12	20	15	15	16	28	15
PITHD1	1002	1022	942	933	958	613	1152	1000	974	888	954	1115
LOC105376860	9	5	15	2	6	8	8	9	2	14	2	5
LYPLA2	2508	2715	2493	2233	2331	1366	2912	2480	2812	2372	2320	2321
GALE	2880	2965	2988	2654	2806	1689	3262	2939	3453	2792	2870	2794
HMGCL	1910	2155	2172	1883	2118	1401	2604	2163	2262	2213	2218	1945
LOC105376861	2	0	1	0	0	0	3	0	0	2	0	0
FUCA1	2342	2431	2480	2012	2368	1448	2830	2285	2145	2198	2261	2546
CNR2	0	4	2	0	5	0	4	1	3	8	1	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903877	0	0	0	0	0	0	2	0	0	0	0	0
PNRC2	3863	4004	3691	3086	3664	2443	4588	3748	3083	3221	3164	3672
SRSF10	2250	2500	2350	1872	2229	1498	2821	2651	2313	2066	1831	2354
LOC105378615	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376863	54	41	18	50	25	28	52	36	58	53	31	68
LOC107984931	0	0	1	0	1	0	0	0	0	0	1	0
MYOM3	32	35	49	42	50	21	47	45	31	36	32	36
MYOM3-AS1	0	0	0	0	1	0	0	0	0	0	0	0
LOC124903878	3	0	0	0	0	0	0	0	0	3	0	8
LOC105376864	1	0	2	0	0	0	1	2	2	0	1	0
IL22RA1	1704	2012	2025	1659	1737	1194	2216	1893	2054	1818	1835	1812
LOC124903879	20	26	33	21	38	19	29	37	53	26	30	17
IFNLR1	451	540	498	403	414	275	615	514	545	522	450	511
LINC02800	0	0	1	0	0	0	6	0	0	0	0	0
GRHL3-AS1	8	10	7	4	4	1	3	8	7	1	4	8
GRHL3	11	21	19	13	9	13	13	5	34	27	13	0
STPG1	157	242	148	134	167	95	200	168	170	113	166	204
NIPAL3	797	801	772	681	707	463	857	836	653	754	762	798
RCAN3AS	10	15	16	14	13	7	3	11	18	16	2	17
RCAN3	935	1033	884	736	795	548	1035	801	648	755	782	800
NCMAP-DT	14	8	11	18	8	11	8	19	21	10	13	17
NCMAP	231	236	229	201	229	143	232	187	215	232	214	223
SRRM1	3638	4131	4261	3447	3782	2509	4836	4099	3134	3988	3625	4207
LOC124904829	0	0	0	0	2	0	0	0	0	0	1	0
CLIC4	3415	3361	3394	3092	3666	2464	4413	3602	2041	3340	3085	3309
LOC105376876	0	0	0	0	0	0	0	0	0	0	0	6
RUNX3	35	44	38	69	49	24	56	33	42	54	55	37
MIR6731	0	0	0	0	0	0	0	0	0	0	0	0
RUNX3-AS1	0	1	4	3	0	1	0	2	0	0	0	0
MIR4425	0	0	0	0	0	0	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903880	0	0	4	2	0	0	0	8	3	2	1	0
SYF2	1152	1195	1126	1059	1227	716	1360	1089	1224	1191	1031	1078
LOC124903881	6	22	22	19	24	9	17	22	19	12	14	34
RSRP1	1442	1550	1580	1040	1138	848	1811	1399	1642	1295	1128	1299
LOC105376882	0	0	0	0	0	0	0	0	0	0	0	0
RHD	0	0	0	0	0	0	0	0	0	0	0	0
TMEM50A	1807	1820	1795	1710	1772	1246	2300	1918	1918	1793	1826	2008
LOC124904823	0	2	2	2	1	1	0	0	0	0	4	0
RHCE	38	38	31	20	32	13	42	33	50	9	39	33
MACO1	957	1074	1064	978	1030	706	1234	1039	944	993	993	1030
LDLRAP1	566	588	689	559	603	398	680	668	702	682	662	663
MAN1C1	287	326	311	266	316	207	357	322	307	346	335	334
SELENON	6508	7316	7444	5790	6340	4088	7580	6723	6031	6747	6509	6466
MTFR1L	535	622	608	533	577	368	741	597	703	562	551	556
LOC646471	124	161	153	100	129	86	135	127	74	105	103	138
AUNIP	153	136	170	145	183	91	196	170	158	128	136	206
PAQR7	2720	3062	2931	2751	2661	1852	2978	2687	2978	2617	2734	2716
STMN1	1611	1417	1427	1328	1537	898	1807	1521	1807	1344	1168	1623
MIR3917	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376885	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	1042	1010	1063	899	970	636	1156	1129	835	907	988	1158
LOC124900433	0	0	0	0	0	0	0	0	0	0	0	0
EXTL1	33	30	41	24	29	18	20	25	28	54	18	17
SLC30A2	481	567	648	505	523	306	686	603	501	583	531	543
LOC105376910	50	90	78	56	106	55	115	69	103	50	87	65
TRIM63	53	49	39	25	27	21	46	40	63	35	54	26
PDIK1L	219	255	260	243	214	182	230	219	130	127	181	285
FAM110D	12	1	0	5	5	7	3	14	15	8	3	23
C1orf232	0	0	0	0	4	0	0	0	0	0	0	0
ZNF593OS	5	4	4	3	1	0	2	10	0	5	4	4
ZNF593	107	113	111	113	93	70	116	73	185	152	104	93
CNKSR1	667	815	748	593	625	410	807	686	887	669	549	613
CATSPER4	1	1	0	0	0	0	0	0	0	0	0	0
LOC124903882	1	0	0	2	1	0	3	0	0	0	1	0
ZPLD2P	16	10	19	8	17	4	18	11	20	12	19	5
CEP85	787	775	873	688	705	485	1021	827	691	873	827	821
SH3BGRL3	2757	2839	2760	2669	2565	1642	3137	2733	3470	2574	2773	2662
UBXN11	316	357	351	289	288	156	351	358	372	313	214	277
CD52	1	3	2	3	0	1	7	3	9	0	4	0
CRYBG2	3403	3769	3820	3068	3270	2095	4005	3348	3087	3645	3459	3533
ZNF683	0	0	0	0	0	0	0	0	0	0	2	0
LIN28A	137	158	113	151	137	105	161	103	127	162	111	210
LOC124903883	9	15	10	26	17	5	4	11	19	16	6	9
DHDDS	964	1228	1070	978	1071	665	1258	1119	899	1048	996	1127
DHDDS-AS1	9	3	13	3	8	7	14	6	1	14	1	13
HMGN2	5830	5790	5750	5446	5849	3456	7356	6349	6156	5259	4923	5863
LOC124903884	0	3	0	0	0	0	0	0	0	5	1	0
RPS6KA1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1976	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904769	0	0	0	0	0	0	0	0	0	0	0	0
LOC124904813	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376888	7	1	3	2	3	0	2	2	10	2	3	2
LOC124900417	17	18	21	20	22	15	32	16	10	20	24	28
LOC101928728	0	0	0	0	0	0	0	0	0	0	0	0
ARID1A	3400	3523	3685	3061	3077	2044	4091	3321	2380	3524	3334	3678
PIGV	438	450	458	421	417	263	518	455	427	453	368	421
ZDHHC18	747	829	834	626	691	466	960	792	830	747	667	782
SFN	1342	1497	1347	1351	1291	803	1703	1411	1701	1308	1439	1623
GPN2	1044	1144	1110	905	977	628	1200	1038	1074	1049	997	989
GPATCH3	451	443	427	326	443	244	510	422	524	382	439	471
NUDC	1947	1818	1811	1478	1688	1073	2373	1965	2351	1744	1622	1790
NR0B2	43	46	58	38	57	27	64	52	43	49	54	37
KDF1	722	665	792	575	783	405	875	734	744	756	766	801
OSTCP2	5	0	0	4	0	0	8	0	2	3	4	1
TRNP1	1215	1126	1263	1046	1245	782	1411	1304	1401	1315	1331	1512
TENT5B	320	275	280	256	324	197	358	343	336	355	350	398
LOC101928391	4	8	7	6	3	4	9	5	7	9	2	6
SLC9A1	1666	1843	1785	1443	1606	1077	1937	1756	1717	1640	1831	1674
LOC102723760	0	0	0	0	0	0	0	0	0	0	0	0
WDTC1-DT	0	0	0	0	0	0	0	0	0	0	0	0
WDTC1	1907	2007	2062	1759	1890	1172	2265	1948	1666	1884	1896	1936
TMEM222	832	857	814	688	713	414	846	827	898	725	794	642
ACTG1P20	46	39	37	44	46	27	42	37	16	45	30	30
SYTL1	628	742	802	567	651	410	735	605	879	626	619	655
MAP3K6	797	978	958	755	795	478	1024	834	868	820	749	879
FCN3	2	4	0	0	0	0	1	0	0	0	0	7
CD164L2	2	1	0	0	2	0	2	0	0	0	4	0
GPR3	28	32	41	38	32	9	34	32	66	19	34	25
WASF2	5801	6038	5947	5101	5884	3524	7020	6032	4436	5641	5302	5759
LOC105376892	25	22	16	23	43	23	24	31	21	1	17	23
AHDC1	1044	1131	1142	855	962	624	1233	1092	947	1296	1155	1114
FGR	3	11	5	2	2	0	13	7	2	12	3	10
LINC02574	0	0	0	0	0	0	2	0	0	0	0	0
IFI6	287	258	318	384	298	193	333	300	440	373	368	317
FAM76A	132	129	160	125	113	78	176	131	131	154	127	102
STX12	1581	1610	1494	1392	1630	1060	1890	1560	1332	1507	1465	1532
LOC124903885	0	2	5	0	0	0	4	3	0	0	0	0
PPP1R8	691	749	808	645	787	508	952	777	777	685	706	748
SCARNA1	0	2	0	0	0	0	0	0	0	0	2	2
THEMIS2	8	12	8	1	2	9	9	4	5	0	5	2
RPA2	1174	1166	1127	1078	1213	738	1548	1174	1219	1191	1074	1289
SMPDL3B	331	378	324	254	362	213	400	410	272	249	305	359
XKR8	390	409	338	313	426	236	463	333	445	379	404	368
EYA3	333	327	296	228	300	184	373	356	266	332	228	258
PTAFR	52	45	49	52	50	26	70	72	51	60	73	90
DNAJC8	1114	1076	1147	950	1168	783	1413	1153	1345	1031	1052	1299
ATP5IF1	0	0	0	0	0	0	0	0	0	0	0	0
SESN2	0	0	0	0	0	0	0	0	0	0	0	0
MED18	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR4	969	916	938	802	918	551	1099	930	846	878	803	885
SNHG3	384	424	360	280	313	236	438	400	674	332	371	450
RCC1	926	903	1016	747	885	518	1098	1077	947	866	780	965
SNORA73A	19	19	27	7	8	10	18	23	21	21	11	20
SNORA73B	13	12	15	4	14	1	17	4	34	11	5	11
LOC124904836	0	0	0	0	0	0	0	0	0	0	0	0
TRNAU1AP	333	293	307	274	268	204	391	310	353	354	265	313
SNHG12	262	276	262	223	251	133	332	230	327	260	212	297
SNORD99	3	6	6	0	1	0	9	5	2	3	2	0
SNORA61	0	0	0	0	0	0	0	0	0	0	0	0
SNORA44	0	2	4	1	0	2	7	1	2	1	5	0
SNORA16A	1	7	13	11	7	1	5	14	9	6	7	13
RAB42	136	140	101	119	166	62	148	137	156	145	135	133
TAF12	284	296	275	251	315	199	350	330	373	324	233	302
TAF12-DT	0	0	0	0	0	1	0	0	0	0	0	0
RNU11	0	0	0	0	0	0	0	0	0	0	0	0
GMEB1	159	133	169	126	161	91	172	129	103	106	121	118
LOC124904809	0	1	0	0	0	0	0	0	0	0	0	0
YTHDF2	1223	1329	1247	1178	1323	863	1449	1309	1128	1260	1203	1325
OPRD1	9	15	6	5	11	9	24	5	7	7	4	10
EPB41	1158	1128	1161	1027	1248	713	1439	1242	762	994	1009	1249
LOC124903886	0	0	0	0	0	0	0	0	0	0	0	0
TMEM200B	53	72	75	46	62	39	80	76	51	62	76	88
SRSF4	1508	1668	1600	1391	1430	1029	1878	1540	1963	1550	1440	1743
MECR	280	301	315	258	320	142	327	350	368	237	237	258
LOC124903887	0	6	1	0	9	5	3	3	7	0	6	0
PTPRU	3252	3199	3254	3040	3201	1847	4013	3761	2849	3248	3328	3411
LINC01756	0	0	0	0	3	0	0	0	0	1	0	0
LOC107984933	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984934	0	0	0	0	0	0	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0	1	2	0	0	0	0
LOC105378617	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378618	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903888	0	0	0	0	0	0	0	0	0	0	0	0
MATN1	6	7	4	0	6	4	2	6	7	6	3	2
MATN1-AS1	18	43	26	17	23	24	38	19	28	20	20	17
LAPTM5	201	209	182	157	167	105	235	256	194	207	149	192
MIR4420	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378620	1	4	0	7	2	3	7	4	0	0	2	0
LOC105378621	0	0	0	0	0	0	0	0	0	0	0	0
LINC01778	0	0	0	0	2	0	0	0	0	0	0	0
LOC400748	0	0	0	0	0	0	0	0	0	0	0	0
SDC3	180	167	192	142	173	96	189	173	162	176	152	159
PUM1	2337	2440	2435	1982	2365	1439	2974	2375	1496	2217	2057	2496
SNORD103A	3	2	2	0	1	0	4	2	0	1	0	2
SNORD103B	1	0	4	6	0	0	1	0	0	0	2	0
SNORD103C	0	0	0	1	0	1	0	1	0	0	0	6
LOC124904579	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984935	5	0	0	0	0	0	1	0	4	0	1	3
NKAIN1	16	13	8	13	8	4	15	8	24	11	12	7
SNRNP40	629	521	573	405	516	339	698	595	623	527	490	556
ZCCHC17	577	533	572	537	564	336	607	618	596	539	486	526
FABP3	814	834	865	665	861	559	1036	774	975	903	882	830
LOC124903892	5	2	3	0	5	1	1	7	16	2	2	2
LOC105378623	0	0	0	2	0	0	0	0	0	0	0	0
SERINC2	2678	2944	2832	2561	2696	1637	3148	2970	3318	2875	2805	2756
LOC124903900	20	25	29	18	25	21	22	16	18	33	16	19
LOC105378625	5	4	3	6	4	3	6	2	8	5	5	8
LOC105379772	0	0	0	0	0	1	0	0	0	0	4	6
LDC1P	1	2	2	2	0	1	1	1	0	0	0	0
LINC01226	8	2	4	10	2	3	8	16	8	6	2	3
LOC124903917	21	25	10	20	10	5	18	15	10	17	17	6
LOC105378626	79	49	83	47	78	39	66	74	60	68	46	67
TINAGL1	1774	1669	1622	1540	1536	935	1949	1640	1640	1469	1792	1697
HCRTR1	13	13	14	15	10	8	10	3	10	16	5	1
PEF1	397	363	352	301	354	200	407	345	404	345	301	373
PEF1-AS1	6	4	11	0	2	3	0	7	3	0	3	3
COL16A1	26	36	30	36	18	15	30	22	29	16	32	28
LOC101929444	0	1	1	0	0	0	5	0	0	0	0	0
ADGRB2	138	111	147	135	165	84	182	117	149	147	153	130
MIR4254	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903930	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	48	59	62	47	67	39	47	61	63	33	42	72
PTP4A2	4609	4520	4258	3901	4558	2694	5452	4502	3576	4194	4081	4400
LOC128031832	0	0	0	0	0	0	0	0	0	0	0	0
KHDRBS1	4887	4607	4340	3723	4512	2739	5618	4719	3687	3983	3935	4511
TMEM39B	127	133	131	112	139	75	193	179	189	118	135	165
MIR5585	0	0	0	0	0	0	0	4	2	0	0	0
KPNA6	1583	1679	1584	1524	1605	1097	1912	1697	1493	1546	1497	1616
TXLNA	693	706	699	565	625	369	933	736	383	686	722	741
CCDC28B	169	130	157	156	146	97	200	155	203	137	104	186
IQCC	78	95	111	56	99	64	107	66	136	72	69	69
DCDC2B	6	3	6	13	9	0	2	1	8	8	5	0
TMEM234	99	120	146	87	126	82	136	116	132	104	118	81
EIF3I	2792	2831	2927	2348	2601	1640	3337	2732	3006	2642	2496	2795
MTMR9LP	88	112	124	103	73	82	120	132	160	90	77	103
FAM167B	6	4	13	2	10	3	6	6	11	6	9	3
LCK	2	7	0	5	11	1	3	7	0	6	5	10
HDAC1	2923	3098	3115	2683	2954	1795	3660	3101	3135	2793	2778	3007
MARCKSL1	4079	4046	3842	3441	3824	2266	4691	4304	4256	3544	3402	4576
LOC124903949	0	6	2	0	4	1	0	2	5	0	9	5
